TX_DT,Account_No,CIF_No,DC_Sts,Application_Branch,Score_Value,Score_Grade,MDD,FinPlus_Code,Billing_OSP,Billing_Count,Collection_OSP,Collection_Count,Unpaid_OSP,Unpaid_Count,Maintain_OSP,Maintain_Count
20260825,1000000000000389,35573950,0,29,185,A,2,F,4818.34,1,4818.34,1,0.0,0,0.0,0
20260902,1000000000000390,84252324,0,37,236,B,10,O,7153.07,1,7153.07,1,0.0,0,0.0,0
20260825,1000000000000390,84252324,0,21,210,A,10,O,7153.07,1,7153.07,1,0.0,0,0.0,0
20260902,1000000000000391,63073432,0,21,180,A,25,S,9746.63,1,9746.63,1,0.0,0,0.0,0
20260825,1000000000000391,63073432,0,48,177,A,25,O,9746.63,1,9746.63,1,0.0,0,0.0,0
20260902,1000000000000392,34136369,0,48,204,B,10,S,11584.57,1,11304.65,1,278.35,1,1.57,1
20260825,1000000000000392,34136369,0,26,187,A,25,O,11584.57,1,11584.57,1,0.0,0,0.0,0
20260902,1000000000000393,55637492,0,39,180,B,2,S,8145.21,1,8145.21,1,0.0,0,0.0,0
20260825,1000000000000393,55637492,0,18,234,B,2,S,8145.21,1,8145.21,1,0.0,0,0.0,0
20260902,1000000000000394,88240769,0,28,221,A,10,F,6173.51,1,6173.51,1,0.0,0,0.0,0
20260825,1000000000000394,88240769,0,32,237,B,18,F,6173.51,1,6173.51,1,0.0,0,0.0,0
20260902,1000000000000395,55252462,0,32,186,B,10,F,7271.35,1,7271.35,1,0.0,0,0.0,0
20260825,1000000000000395,55252462,0,18,227,B,25,S,7271.35,1,7271.35,1,0.0,0,0.0,0
20260902,1000000000000396,78770890,0,5,223,B,18,F,5833.83,1,5833.83,1,0.0,0,0.0,0
20260825,1000000000000396,78770890,0,28,231,B,18,S,5833.83,1,5783.77,1,36.77,1,13.29,1
20260902,1000000000000397,23082350,0,21,244,A,10,O,6206.23,1,6206.23,1,0.0,0,0.0,0
20260825,1000000000000397,23082350,0,6,181,A,10,S,6206.23,1,6206.23,1,0.0,0,0.0,0
20260902,1000000000000398,54220000,0,26,224,B,25,F,20302.12,1,20302.12,1,0.0,0,0.0,0
20260825,1000000000000398,54220000,0,10,227,A,2,S,20302.12,1,20302.12,1,0.0,0,0.0,0
20260902,1000000000000399,44086060,0,9,233,A,10,S,5284.58,1,5284.58,1,0.0,0,0.0,0
20260825,1000000000000399,44086060,0,17,246,B,18,O,5284.58,1,5284.58,1,0.0,0,0.0,0
20260902,1000000000000400,50199913,1,34,112,B,10,S,16113.82,1,10653.06,1,4058.68,1,1402.08,1
20260825,1000000000000400,50199913,1,37,117,B,10,O,16113.82,1,9648.16,1,4560.27,1,1905.39,1
20260902,1000000000000401,66269520,0,19,186,B,10,F,18523.31,1,18523.31,1,0.0,0,0.0,0
20260825,1000000000000401,66269520,0,11,171,B,25,S,18523.31,1,18167.35,1,269.9,1,86.06,1
20260902,1000000000000402,12670558,1,32,123,C,10,O,8351.6,1,5509.29,1,2194.55,1,647.76,1
20260825,1000000000000402,12670558,1,36,170,B,25,S,8351.6,1,5004.63,1,2545.45,1,801.52,1
20260902,1000000000000403,52265790,0,49,209,A,10,S,9083.89,1,9083.89,1,0.0,0,0.0,0
20260825,1000000000000403,52265790,0,37,178,A,2,O,9083.89,1,9083.89,1,0.0,0,0.0,0
20260902,1000000000000404,48137561,0,45,184,B,2,S,14032.4,1,14032.4,1,0.0,0,0.0,0
20260825,1000000000000404,48137561,0,39,244,A,25,F,14032.4,1,14032.4,1,0.0,0,0.0,0
20260902,1000000000000405,63882408,2,13,128,C,25,O,16255.31,1,6729.13,1,5901.65,1,3624.53,1
20260825,1000000000000405,63882408,2,28,126,B,10,S,16255.31,1,7696.8,1,6139.63,1,2418.88,1
20260902,1000000000000406,26550554,0,13,212,B,18,O,26394.2,1,26394.2,1,0.0,0,0.0,0
20260825,1000000000000406,26550554,0,1,215,A,18,S,26394.2,1,26394.2,1,0.0,0,0.0,0
20260902,1000000000000407,31458327,0,13,202,A,10,S,15828.34,1,15828.34,1,0.0,0,0.0,0
20260825,1000000000000407,31458327,0,2,213,A,2,F,15828.34,1,15828.34,1,0.0,0,0.0,0
20260902,1000000000000408,83242696,4,36,132,D,2,S,18560.39,1,5872.03,1,9376.79,1,3311.57,1
20260825,1000000000000408,83242696,4,26,105,C,10,S,18560.39,1,3472.3,1,9698.28,1,5389.81,1
20260902,1000000000000409,15491199,0,17,211,A,10,S,8329.92,1,8329.92,1,0.0,0,0.0,0
20260825,1000000000000409,15491199,0,11,219,B,25,F,8329.92,1,8329.92,1,0.0,0,0.0,0
20260902,1000000000000410,57473757,0,48,245,A,25,F,13109.98,1,13109.98,1,0.0,0,0.0,0
20260825,1000000000000410,57473757,0,41,172,A,10,S,13109.98,1,13109.98,1,0.0,0,0.0,0
20260902,1000000000000411,85433047,0,11,235,B,25,F,10220.2,1,10220.2,1,0.0,0,0.0,0
20260825,1000000000000411,85433047,0,18,225,B,2,S,10220.2,1,10220.2,1,0.0,0,0.0,0
20260902,1000000000000412,79891321,0,42,204,A,2,S,2175.0,1,2175.0,1,0.0,0,0.0,0
20260825,1000000000000412,79891321,0,33,170,B,25,S,2175.0,1,2175.0,1,0.0,0,0.0,0
20260902,1000000000000413,72665203,0,30,179,B,18,O,5649.55,1,5649.55,1,0.0,0,0.0,0
20260825,1000000000000413,72665203,0,12,229,A,18,O,5649.55,1,5649.55,1,0.0,0,0.0,0
20260902,1000000000000414,25203340,0,49,232,B,25,F,4161.58,1,4161.58,1,0.0,0,0.0,0
20260825,1000000000000414,25203340,0,36,221,A,18,S,4161.58,1,4161.58,1,0.0,0,0.0,0
20260902,1000000000000415,62248036,0,21,219,A,10,F,8718.29,1,8718.29,1,0.0,0,0.0,0
20260825,1000000000000415,62248036,0,10,229,B,10,S,8718.29,1,8718.29,1,0.0,0,0.0,0
20260902,1000000000000416,57303591,2,49,132,B,25,O,27194.67,1,11706.73,1,11497.84,1,3990.1,1
20260825,1000000000000416,57303591,2,20,122,B,18,F,27194.67,1,14413.74,1,11450.65,1,1330.28,1
20260902,1000000000000417,77259613,0,8,199,B,2,F,5103.41,1,5103.41,1,0.0,0,0.0,0
20260825,1000000000000417,77259613,0,22,218,A,18,S,5103.41,1,4887.72,1,171.26,1,44.43,1
20260902,1000000000000418,36726532,0,30,249,A,2,S,8920.79,1,8920.79,1,0.0,0,0.0,0
20260825,1000000000000418,36726532,0,8,186,A,2,O,8920.79,1,8920.79,1,0.0,0,0.0,0
20260902,1000000000000419,86670571,0,28,235,B,25,F,10963.13,1,10963.13,1,0.0,0,0.0,0
20260825,1000000000000419,86670571,0,4,232,B,10,F,10963.13,1,10963.13,1,0.0,0,0.0,0
20260902,1000000000000420,91117376,0,11,181,A,18,O,1650.0,1,1650.0,1,0.0,0,0.0,0
20260825,1000000000000420,91117376,0,25,172,B,10,S,1650.0,1,1650.0,1,0.0,0,0.0,0
20260902,1000000000000421,72336444,0,14,198,A,18,S,21703.5,1,21703.5,1,0.0,0,0.0,0
20260825,1000000000000421,72336444,0,28,228,B,10,O,21703.5,1,21703.5,1,0.0,0,0.0,0
20260902,1000000000000422,27511429,0,19,191,B,10,F,6338.93,1,6338.93,1,0.0,0,0.0,0
20260825,1000000000000422,27511429,0,48,205,A,18,S,6338.93,1,6338.93,1,0.0,0,0.0,0
20260902,1000000000000423,82353670,4,25,167,C,2,S,6292.79,1,1083.18,1,3808.27,1,1401.34,1
20260825,1000000000000423,82353670,4,31,114,D,10,O,6292.79,1,1533.08,1,4037.11,1,722.6,1
20260902,1000000000000424,76992183,0,50,220,B,2,S,22431.45,1,22431.45,1,0.0,0,0.0,0
20260825,1000000000000424,76992183,0,36,226,A,10,F,22431.45,1,22431.45,1,0.0,0,0.0,0
20260902,1000000000000425,84621602,0,50,231,A,10,O,25951.01,1,25951.01,1,0.0,0,0.0,0
20260825,1000000000000425,84621602,0,7,190,B,18,O,25951.01,1,25951.01,1,0.0,0,0.0,0
20260902,1000000000000426,21041247,0,12,189,B,25,O,7273.92,1,7273.92,1,0.0,0,0.0,0
20260825,1000000000000426,21041247,0,20,180,B,25,F,7273.92,1,7273.92,1,0.0,0,0.0,0
20260902,1000000000000427,26730079,0,22,188,B,10,S,4337.74,1,4337.74,1,0.0,0,0.0,0
20260825,1000000000000427,26730079,0,25,193,A,2,O,4337.74,1,4337.74,1,0.0,0,0.0,0
20260902,1000000000000428,75630349,0,34,209,A,25,S,11255.21,1,11255.21,1,0.0,0,0.0,0
20260825,1000000000000428,75630349,0,21,186,A,25,O,11255.21,1,10855.7,1,258.5,1,141.01,1
20260902,1000000000000429,53826571,0,45,221,A,25,S,14144.73,1,14144.73,1,0.0,0,0.0,0
20260825,1000000000000429,53826571,0,17,171,A,2,S,14144.73,1,14144.73,1,0.0,0,0.0,0
20260902,1000000000000430,95771994,0,13,215,B,18,S,2725.0,1,2725.0,1,0.0,0,0.0,0
20260825,1000000000000430,95771994,0,50,230,B,2,F,2725.0,1,2725.0,1,0.0,0,0.0,0
20260902,1000000000000431,30929060,0,12,189,B,18,F,17006.63,1,17006.63,1,0.0,0,0.0,0
20260825,1000000000000431,30929060,0,27,180,B,2,F,17006.63,1,17006.63,1,0.0,0,0.0,0
20260902,1000000000000432,55464764,0,34,223,B,18,F,7373.49,1,7373.49,1,0.0,0,0.0,0
20260825,1000000000000432,55464764,0,35,233,A,25,F,7373.49,1,7373.49,1,0.0,0,0.0,0
20260902,1000000000000433,60676241,0,31,224,B,25,F,25780.31,1,25780.31,1,0.0,0,0.0,0
20260825,1000000000000433,60676241,0,32,201,A,18,S,25780.31,1,25780.31,1,0.0,0,0.0,0
20260902,1000000000000434,65380076,4,21,162,D,25,F,3265.53,1,787.41,1,1848.33,1,629.79,1
20260825,1000000000000434,65380076,4,22,105,C,18,S,3265.53,1,620.22,1,1780.66,1,864.65,1
20260902,1000000000000435,58616740,0,14,203,B,25,F,2025.0,1,2025.0,1,0.0,0,0.0,0
20260825,1000000000000435,58616740,0,21,190,A,10,O,2025.0,1,2025.0,1,0.0,0,0.0,0
20260902,1000000000000436,63603995,0,3,245,A,2,F,23615.64,1,23615.64,1,0.0,0,0.0,0
20260825,1000000000000436,63603995,0,10,248,A,10,F,23615.64,1,23615.64,1,0.0,0,0.0,0
20260902,1000000000000437,30625229,0,50,235,B,10,O,20628.16,1,20618.02,1,9.61,1,0.53,1
20260825,1000000000000437,30625229,0,20,236,A,18,S,20628.16,1,20628.16,1,0.0,0,0.0,0
20260902,1000000000000438,46281375,0,45,226,B,18,S,1400.0,1,1400.0,1,0.0,0,0.0,0
20260825,1000000000000438,46281375,0,24,182,B,10,O,1400.0,1,1400.0,1,0.0,0,0.0,0
20260902,1000000000000439,60443793,0,20,216,B,10,O,5175.52,1,5175.52,1,0.0,0,0.0,0
20260825,1000000000000439,60443793,0,37,170,B,25,F,5175.52,1,5175.52,1,0.0,0,0.0,0
20260902,1000000000000440,73318176,0,25,192,B,2,S,5631.97,1,5631.97,1,0.0,0,0.0,0
20260825,1000000000000440,73318176,0,10,181,A,10,O,5631.97,1,5631.97,1,0.0,0,0.0,0
20260902,1000000000000441,33288072,0,13,240,A,25,S,11731.31,1,11731.31,1,0.0,0,0.0,0
20260825,1000000000000441,33288072,0,48,203,A,18,F,11731.31,1,11159.83,1,427.71,1,143.77,1
20260902,1000000000000442,31281703,0,33,203,A,10,F,21664.34,1,21664.34,1,0.0,0,0.0,0
20260825,1000000000000442,31281703,0,41,246,B,25,S,21664.34,1,21664.34,1,0.0,0,0.0,0
20260902,1000000000000443,13537149,1,20,166,B,25,O,1900.0,1,1089.32,1,789.17,1,21.51,1
20260825,1000000000000443,13537149,1,50,169,C,2,O,1900.0,1,1041.31,1,672.95,1,185.74,1
20260902,1000000000000444,81398863,0,32,199,A,25,F,6469.07,1,6469.07,1,0.0,0,0.0,0
20260825,1000000000000444,81398863,0,14,178,B,25,O,6469.07,1,6438.9,1,22.89,1,7.28,1
20260902,1000000000000445,16241172,2,41,144,C,25,S,1925.0,1,821.61,1,791.14,1,312.25,1
20260825,1000000000000445,16241172,2,9,123,B,2,O,1925.0,1,1057.11,1,726.62,1,141.27,1
20260902,1000000000000446,70454821,0,37,230,A,10,S,800.0,1,800.0,1,0.0,0,0.0,0
20260825,1000000000000446,70454821,0,19,248,B,10,F,800.0,1,800.0,1,0.0,0,0.0,0
20260902,1000000000000447,16310272,0,40,235,A,25,O,18283.56,1,18283.56,1,0.0,0,0.0,0
20260825,1000000000000447,16310272,0,27,246,B,25,S,18283.56,1,18283.56,1,0.0,0,0.0,0
20260902,1000000000000448,54795481,0,48,184,A,18,F,9040.53,1,9040.53,1,0.0,0,0.0,0
20260825,1000000000000448,54795481,0,12,224,B,25,F,9040.53,1,9040.53,1,0.0,0,0.0,0
20260902,1000000000000449,65456043,0,47,220,B,10,O,1600.0,1,1600.0,1,0.0,0,0.0,0
20260825,1000000000000449,65456043,0,2,238,B,25,S,1600.0,1,1600.0,1,0.0,0,0.0,0
20260902,1000000000000450,27878463,0,38,235,A,2,S,20297.25,1,20297.25,1,0.0,0,0.0,0
20260825,1000000000000450,27878463,0,20,235,B,2,O,20297.25,1,19975.1,1,260.64,1,61.51,1
20260902,1000000000000451,68008368,0,19,197,B,10,O,14492.51,1,14492.51,1,0.0,0,0.0,0
20260825,1000000000000451,68008368,0,9,237,A,18,S,14492.51,1,14492.51,1,0.0,0,0.0,0
20260902,1000000000000452,49565649,5,43,133,C,2,F,4223.21,1,319.48,1,2718.34,1,1185.39,1
20260825,1000000000000452,49565649,5,50,116,C,10,F,4223.21,1,258.35,1,3036.87,1,927.99,1
20260902,1000000000000453,29020912,0,15,202,B,10,O,1900.0,1,1900.0,1,0.0,0,0.0,0
20260825,1000000000000453,29020912,0,10,195,A,25,O,1900.0,1,1807.63,1,73.32,1,19.05,1
20260902,1000000000000454,18606206,0,42,213,A,18,F,13707.15,1,13707.15,1,0.0,0,0.0,0
20260825,1000000000000454,18606206,0,14,171,A,2,O,13707.15,1,13707.15,1,0.0,0,0.0,0
20260902,1000000000000455,99295379,0,14,197,A,10,O,8814.51,1,8814.51,1,0.0,0,0.0,0
20260825,1000000000000455,99295379,0,31,197,A,10,F,8814.51,1,8814.51,1,0.0,0,0.0,0
20260902,1000000000000456,47276960,0,8,229,B,25,S,12718.33,1,12718.33,1,0.0,0,0.0,0
20260825,1000000000000456,47276960,0,27,214,A,25,F,12718.33,1,12718.33,1,0.0,0,0.0,0
20260902,1000000000000457,78308735,0,33,211,B,2,S,2526.0,1,2526.0,1,0.0,0,0.0,0
20260825,1000000000000457,78308735,0,12,190,A,2,F,2526.0,1,2526.0,1,0.0,0,0.0,0
20260902,1000000000000458,99182706,0,10,227,B,2,S,9599.43,1,9460.08,1,90.56,1,48.79,1
20260825,1000000000000458,99182706,0,15,236,A,10,F,9599.43,1,9599.43,1,0.0,0,0.0,0
20260902,1000000000000459,98276697,0,25,209,A,2,F,9567.67,1,9567.67,1,0.0,0,0.0,0
20260825,1000000000000459,98276697,0,44,177,B,25,S,9567.67,1,9567.67,1,0.0,0,0.0,0
20260902,1000000000000460,94858086,0,2,241,A,2,O,7744.16,1,7744.16,1,0.0,0,0.0,0
20260825,1000000000000460,94858086,0,13,179,B,10,S,7744.16,1,7744.16,1,0.0,0,0.0,0
20260902,1000000000000461,28902357,0,44,183,A,18,F,15498.04,1,15498.04,1,0.0,0,0.0,0
20260825,1000000000000461,28902357,0,38,215,A,10,F,15498.04,1,15498.04,1,0.0,0,0.0,0
20260902,1000000000000462,26002695,0,22,202,A,2,S,9844.1,1,9844.1,1,0.0,0,0.0,0
20260825,1000000000000462,26002695,0,27,174,A,25,S,9844.1,1,9844.1,1,0.0,0,0.0,0
20260902,1000000000000463,94535600,0,14,216,A,18,O,11834.7,1,11834.7,1,0.0,0,0.0,0
20260825,1000000000000463,94535600,0,10,198,A,25,O,11834.7,1,11834.7,1,0.0,0,0.0,0
20260902,1000000000000464,72872905,0,38,183,B,2,F,20771.36,1,20771.36,1,0.0,0,0.0,0
20260825,1000000000000464,72872905,0,20,187,A,18,O,20771.36,1,20771.36,1,0.0,0,0.0,0
20260902,1000000000000465,65768929,4,14,140,C,25,S,4438.72,1,1129.67,1,2246.89,1,1062.16,1
20260825,1000000000000465,65768929,4,39,141,D,18,F,4438.72,1,1032.49,1,3348.18,1,58.05,1
20260902,1000000000000466,22571942,2,36,126,B,18,S,2875.0,1,1192.74,1,1217.34,1,464.92,1
20260825,1000000000000466,22571942,2,1,170,C,25,S,2875.0,1,1397.02,1,913.12,1,564.86,1
20260902,1000000000000467,33265233,0,10,189,B,2,S,11084.79,1,11084.79,1,0.0,0,0.0,0
20260825,1000000000000467,33265233,0,13,230,A,10,F,11084.79,1,10747.98,1,314.94,1,21.87,1
20260902,1000000000000468,97581747,0,21,175,A,2,F,1975.0,1,1975.0,1,0.0,0,0.0,0
20260825,1000000000000468,97581747,0,39,202,B,10,S,1975.0,1,1975.0,1,0.0,0,0.0,0
20260902,1000000000000469,59137176,0,36,250,A,2,S,8889.69,1,8889.69,1,0.0,0,0.0,0
20260825,1000000000000469,59137176,0,22,195,A,10,O,8889.69,1,8889.69,1,0.0,0,0.0,0
20260902,1000000000000470,75727209,0,48,207,A,25,S,15603.62,1,15603.62,1,0.0,0,0.0,0
20260825,1000000000000470,75727209,0,13,182,B,18,O,15603.62,1,15603.62,1,0.0,0,0.0,0
20260902,1000000000000471,22863109,0,32,208,B,10,O,10073.22,1,10073.22,1,0.0,0,0.0,0
20260825,1000000000000471,22863109,0,4,235,B,25,O,10073.22,1,10073.22,1,0.0,0,0.0,0
20260902,1000000000000472,87023282,2,36,156,C,10,O,19760.4,1,10025.78,1,5875.91,1,3858.71,1
20260825,1000000000000472,87023282,2,39,122,C,25,F,19760.4,1,10114.17,1,6979.04,1,2667.19,1
20260902,1000000000000473,15700938,0,6,236,B,2,S,16280.19,1,16280.19,1,0.0,0,0.0,0
20260825,1000000000000473,15700938,0,6,227,B,10,O,16280.19,1,16280.19,1,0.0,0,0.0,0
20260902,1000000000000474,75248523,2,41,158,B,25,O,11771.81,1,5881.94,1,4207.43,1,1682.44,1
20260825,1000000000000474,75248523,2,47,114,B,2,F,11771.81,1,5650.88,1,5769.43,1,351.5,1
20260902,1000000000000475,51294087,0,1,204,B,18,O,14824.96,1,14824.96,1,0.0,0,0.0,0
20260825,1000000000000475,51294087,0,33,196,B,18,S,14824.96,1,14563.59,1,179.17,1,82.2,1
20260902,1000000000000476,12681552,2,2,114,C,10,F,11123.84,1,6111.73,1,3726.75,1,1285.36,1
20260825,1000000000000476,12681552,2,11,102,C,2,O,11123.84,1,6181.13,1,3612.39,1,1330.32,1
20260902,1000000000000477,60992202,0,37,233,B,2,S,3012.07,1,3012.07,1,0.0,0,0.0,0
20260825,1000000000000477,60992202,0,43,197,A,2,O,3012.07,1,3012.07,1,0.0,0,0.0,0
20260902,1000000000000478,40581366,0,46,191,A,10,F,2445.4,1,2445.4,1,0.0,0,0.0,0
20260825,1000000000000478,40581366,0,19,219,A,18,F,2445.4,1,2445.4,1,0.0,0,0.0,0
20260902,1000000000000479,66455962,0,23,245,A,2,F,5310.89,1,5310.89,1,0.0,0,0.0,0
20260825,1000000000000479,66455962,0,47,235,A,25,F,5310.89,1,5310.89,1,0.0,0,0.0,0
20260902,1000000000000480,24406372,0,1,239,B,10,S,19699.17,1,19699.17,1,0.0,0,0.0,0
20260825,1000000000000480,24406372,0,15,217,B,10,S,19699.17,1,18792.15,1,714.47,1,192.55,1
20260902,1000000000000481,49569133,0,3,236,A,25,S,11758.51,1,11758.51,1,0.0,0,0.0,0
20260825,1000000000000481,49569133,0,9,183,B,25,S,11758.51,1,11354.95,1,257.67,1,145.89,1
20260902,1000000000000482,16224977,0,37,182,A,2,S,3975.1,1,3975.1,1,0.0,0,0.0,0
20260825,1000000000000482,16224977,0,34,230,B,10,O,3975.1,1,3975.1,1,0.0,0,0.0,0
20260902,1000000000000483,65186005,0,2,229,A,2,F,1750.0,1,1750.0,1,0.0,0,0.0,0
20260825,1000000000000483,65186005,0,42,248,B,10,S,1750.0,1,1750.0,1,0.0,0,0.0,0
20260902,1000000000000484,68800797,0,25,204,A,2,F,7245.03,1,7245.03,1,0.0,0,0.0,0
20260825,1000000000000484,68800797,0,20,239,B,10,F,7245.03,1,7245.03,1,0.0,0,0.0,0
20260902,1000000000000485,96672678,0,4,216,B,10,O,17318.62,1,17318.62,1,0.0,0,0.0,0
20260825,1000000000000485,96672678,0,41,223,B,2,S,17318.62,1,17318.62,1,0.0,0,0.0,0
20260902,1000000000000486,45499094,0,23,197,B,18,S,5133.25,1,5133.25,1,0.0,0,0.0,0
20260825,1000000000000486,45499094,0,14,217,A,25,O,5133.25,1,5133.25,1,0.0,0,0.0,0
20260902,1000000000000487,21681090,0,47,181,A,25,S,10639.01,1,10639.01,1,0.0,0,0.0,0
20260825,1000000000000487,21681090,0,26,227,A,18,F,10639.01,1,10639.01,1,0.0,0,0.0,0
20260902,1000000000000488,89118492,0,12,221,A,25,S,15161.29,1,15161.29,1,0.0,0,0.0,0
20260825,1000000000000488,89118492,0,18,184,B,18,F,15161.29,1,15161.29,1,0.0,0,0.0,0
20260902,1000000000000489,95456010,0,15,182,A,2,S,15261.07,1,15261.07,1,0.0,0,0.0,0
20260825,1000000000000489,95456010,0,26,244,B,10,O,15261.07,1,14876.66,1,233.17,1,151.24,1
20260902,1000000000000490,46906305,0,45,220,A,2,O,6479.26,1,6479.26,1,0.0,0,0.0,0
20260825,1000000000000490,46906305,0,42,235,B,2,O,6479.26,1,6479.26,1,0.0,0,0.0,0
20260902,1000000000000491,22146359,0,5,223,A,10,S,2025.0,1,2025.0,1,0.0,0,0.0,0
20260825,1000000000000491,22146359,0,46,218,B,18,F,2025.0,1,2025.0,1,0.0,0,0.0,0
20260902,1000000000000492,22628163,0,2,181,A,25,S,8370.59,1,8370.59,1,0.0,0,0.0,0
20260825,1000000000000492,22628163,0,48,232,A,25,O,8370.59,1,8161.94,1,199.51,1,9.14,1
20260902,1000000000000493,91298909,0,27,176,B,2,F,6309.18,1,6309.18,1,0.0,0,0.0,0
20260825,1000000000000493,91298909,0,44,219,B,18,S,6309.18,1,6309.18,1,0.0,0,0.0,0
20260902,1000000000000494,17488610,0,12,234,A,2,S,2125.0,1,2125.0,1,0.0,0,0.0,0
20260825,1000000000000494,17488610,0,37,202,A,18,F,2125.0,1,2125.0,1,0.0,0,0.0,0
20260902,1000000000000495,85341065,1,41,159,C,10,S,6033.48,1,3910.69,1,1654.6,1,468.19,1
20260825,1000000000000495,85341065,1,7,155,B,10,F,6033.48,1,3814.82,1,1740.57,1,478.09,1
20260902,1000000000000496,96024494,0,50,172,A,2,S,33981.04,1,33981.04,1,0.0,0,0.0,0
20260825,1000000000000496,96024494,0,46,248,A,2,S,33981.04,1,33981.04,1,0.0,0,0.0,0
20260902,1000000000000497,13346501,0,16,215,B,25,O,10169.85,1,10169.85,1,0.0,0,0.0,0
20260825,1000000000000497,13346501,0,30,250,B,2,F,10169.85,1,10169.85,1,0.0,0,0.0,0
20260902,1000000000000498,87713623,0,47,201,B,10,F,4438.21,1,4438.21,1,0.0,0,0.0,0
20260825,1000000000000498,87713623,0,43,228,A,18,O,4438.21,1,4438.21,1,0.0,0,0.0,0
20260902,1000000000000499,11866548,2,47,136,C,2,O,10870.4,1,5229.21,1,4659.84,1,981.35,1
20260825,1000000000000499,11866548,2,15,137,B,10,S,10870.4,1,4833.19,1,3747.23,1,2289.98,1
